dataset,detector,feature_extractor,use_best_ckpt,is_ood_label_in_train,ood_label,fpr_95,fpr_90,aupr,auroc,f1,mcc,adb_alpha,adb_step_size
snips,TrustScores,use,False,False,oos,0.2866779089376054,0.2107925801011804,0.6494873882551826,0.9259743739263367,0.26783479349186484,0.04567267919716907,,
snips,TrustScores,use,True,False,oos,0.2866779089376054,0.2107925801011804,0.6682300114592382,0.927881357267813,0.26783479349186484,0.04567267919716907,,
yellow,ADB,bert,False,False,oos,,,,,0.40359897172236503,0.09177357251008467,0.75,0.01
yellow,ADB,bert,False,True,oos,,,,,0.16710182767624018,0.008351000587485198,0.75,0.01
yellow,ADB,mpnet,False,False,oos,,,,,0.3651452282157676,0.16871785359670127,0.75,0.01
yellow,ADB,mpnet,False,True,oos,,,,,0.20865139949109412,0.0512011001664456,0.75,0.01
yellow,ADB,use,False,False,oos,,,,,0.45629629629629626,0.20645762625453218,0.75,0.01
yellow,ADB,use,False,True,oos,,,,,0.24938875305623473,0.08571157769260938,0.75,0.01
yellow,BiEncoderCosine,mpnet,False,False,oos,0.6284153005464481,0.5587431693989071,0.5949353211785493,0.7886540657368893,0.5683836589698047,0.4007141661805837,,
yellow,BiEncoderEntropy,mpnet,False,False,oos,0.6407103825136612,0.5396174863387978,0.5842531557729376,0.7846780442052034,0.562130177514793,0.3705295147195291,,
yellow,BiEncoderEuclidean,mpnet,False,False,oos,0.6256830601092896,0.5546448087431693,0.5922420150255343,0.7908561699698231,0.5599999999999999,0.3788600377343666,,
yellow,BiEncoderLOF,mpnet,False,False,oos,0.8838797814207651,0.8142076502732241,0.31704972706183515,0.5768085800505668,0.014545454545454545,0.0033579567900225917,,
yellow,BiEncoderMaha,mpnet,False,False,oos,0.6775956284153004,0.5286885245901639,0.5496301881160498,0.7710168420194112,0.5338983050847458,0.32329882770420243,,
yellow,BiEncoderPCACosine,mpnet,False,False,oos,0.6530054644808743,0.5765027322404371,0.5648420571676811,0.7820885327461055,0.5525846702317291,0.3793662659691041,,
yellow,BiEncoderPCAEntropy,mpnet,False,False,oos,0.6188524590163934,0.5546448087431692,0.5834015755983664,0.7932417828888345,0.5417515274949084,0.3972269791348913,,
yellow,BiEncoderPCAEuclidean,mpnet,False,False,oos,0.6215846994535519,0.5642076502732241,0.6089369849663347,0.8022999755321751,0.5818181818181819,0.4092654472684202,,
yellow,BinaryMSP,bert,False,True,oos,0.8756830601092895,0.7759562841530054,0.3070815828879724,0.5834964521654025,0.4376634699215344,0.1068069638975109,,
yellow,BinaryMSP,mpnet,False,True,oos,0.8005464480874317,0.7158469945355191,0.4355752318989145,0.7132727754669277,0.5236907730673317,0.302734339329159,,
yellow,BinaryMSP,use,False,True,oos,0.7841530054644809,0.6775956284153004,0.4094856893380789,0.6915652271429737,0.5006353240152478,0.26167329980968657,,
yellow,DOC,bert,False,False,oos,0.8661202185792349,0.8142076502732241,0.3406752854029058,0.6264476796346139,0.4260731319554849,0.17511470897234313,,
yellow,DOC,bert,False,True,oos,0.8183060109289617,0.7704918032786884,0.3140812165139248,0.5912777302014518,0.45348837209302323,0.1555143808826937,,
yellow,DOC,bert,True,False,oos,0.9002732240437158,0.8237704918032787,0.3657018855358428,0.6073321915015089,0.4349344978165939,0.09599189166700242,,
yellow,DOC,bert,True,True,oos,0.8674863387978143,0.8005464480874318,0.32291974591385003,0.5589368730119892,0.4411492122335496,0.11909618490660528,,
yellow,DOC,mpnet,False,False,oos,0.6775956284153004,0.6147540983606558,0.39382727163967635,0.7035468151048039,0.5203252032520325,0.29907035184177583,,
yellow,DOC,mpnet,False,True,oos,0.7472677595628415,0.6857923497267759,0.4131835001557396,0.696471535763804,0.4654895666131621,0.2352530717316516,,
yellow,DOC,mpnet,True,False,oos,0.6994535519125683,0.616120218579235,0.41071740649684124,0.7079204387896582,0.49868073878627966,0.2605068731487049,,
yellow,DOC,mpnet,True,True,oos,0.7909836065573771,0.6980874316939891,0.36558667760795494,0.6560435527281624,0.49543378995433784,0.24999201968674908,,
yellow,DOC,use,False,False,oos,0.7281420765027322,0.592896174863388,0.4476439896907119,0.7207252671070875,0.5126436781609195,0.28442579048579164,,
yellow,DOC,use,False,True,oos,0.7540983606557377,0.6816939890710383,0.3847492501383881,0.6657134409917626,0.4521739130434783,0.19613482022487633,,
yellow,DOC,use,True,False,oos,0.7841530054644809,0.6857923497267759,0.41961726145229905,0.6898907103825136,0.4837451235370611,0.2335969648336428,,
yellow,DOC,use,True,True,oos,0.8306010928961748,0.7663934426229508,0.3466367485132933,0.6329112633553543,0.45614035087719296,0.1669592658433902,,
yellow,Entropy,bert,False,False,oos,0.8715846994535519,0.8155737704918031,0.34137141843027785,0.5980395155370687,0.40259740259740256,0.0924061890261012,,
yellow,Entropy,bert,True,False,oos,0.9289617486338798,0.8770491803278688,0.34285767170297243,0.5738520512193133,0.09868421052631579,0.06486395114128825,,
yellow,Entropy,mpnet,False,False,oos,0.6707650273224043,0.587431693989071,0.44870253046927006,0.729365467743251,0.5014807502467916,0.2814806012022476,,
yellow,Entropy,mpnet,True,False,oos,0.7472677595628415,0.6707650273224044,0.4730165535840537,0.7188290106842836,0.5,0.27893874536437774,,
yellow,Entropy,use,False,False,oos,0.7540983606557377,0.6133879781420765,0.4533699776856195,0.7114122012886388,0.5022123893805309,0.26536630754142004,,
yellow,Entropy,use,True,False,oos,0.773224043715847,0.6734972677595628,0.5034629538739831,0.733412853763967,0.5165354330708661,0.307494400844862,,
yellow,KNN,bert,False,False,oos,0.8319672131147541,0.755464480874317,0.36822049992888367,0.6250305847810129,0.06920415224913494,0.0688424348844088,,
yellow,KNN,mpnet,False,False,oos,0.6420765027322405,0.592896174863388,0.6472246282981196,0.803905676535356,0.5847750865051903,0.4194362274432517,,
yellow,KNN,use,False,False,oos,0.7650273224043715,0.6202185792349727,0.5474322444183047,0.7671019900497513,0.5638474295190713,0.38373065408761536,,
yellow,LOF,bert,False,False,oos,0.8961748633879782,0.7704918032786885,0.3129208424117297,0.593589429899682,0.44563279857397503,0.135092141867981,,
yellow,LOF,bert,True,False,oos,0.8961748633879782,0.7704918032786885,0.3129208424117297,0.593589429899682,0.44563279857397503,0.135092141867981,,
yellow,LOF,mpnet,False,False,oos,0.7991803278688525,0.7431693989071039,0.4762343273455729,0.7049486175678982,0.461839530332681,0.2783457405613478,,
yellow,LOF,mpnet,True,False,oos,0.7991803278688525,0.7431693989071039,0.4762343273455729,0.7049486175678982,0.461839530332681,0.2783457405613478,,
yellow,LOF,use,False,False,oos,0.8715846994535519,0.7390710382513661,0.41554382435030945,0.6689350379251284,0.28125,0.16154180677366256,,
yellow,LOF,use,True,False,oos,0.8715846994535519,0.7390710382513661,0.41554382435030945,0.6689350379251284,0.28125,0.16154180677366256,,
yellow,MSP,bert,False,False,oos,0.901639344262295,0.8497267759562842,0.30444721832541605,0.5484462931245412,0.11538461538461538,0.0683397658290947,,
yellow,MSP,bert,False,True,oos,0.7800546448087432,0.7172131147540983,0.3037623376060595,0.5909132615610472,0.4675324675324676,0.19166763091568711,,
yellow,MSP,bert,True,False,oos,0.9275956284153004,0.8770491803278688,0.29103693604730546,0.5236267433325178,0.4182776801405976,0.03249309809271061,,
yellow,MSP,bert,True,True,oos,0.8715846994535519,0.7841530054644809,0.3264873249764765,0.5648015047712259,0.42767295597484273,0.09803210655869805,,
yellow,MSP,mpnet,False,False,oos,0.7131147540983607,0.6352459016393442,0.4164792714312031,0.6899034540412692,0.49380165289256195,0.25323896745743024,,
yellow,MSP,mpnet,False,True,oos,0.6557377049180327,0.551912568306011,0.43175860473198646,0.7382095669195009,0.533175355450237,0.32268917466330516,,
yellow,MSP,mpnet,True,False,oos,0.6871584699453552,0.5846994535519124,0.4263793518678157,0.7147816246635674,0.5125523012552301,0.2953879811240948,,
yellow,MSP,mpnet,True,True,oos,0.7049180327868853,0.6420765027322405,0.392571610679978,0.6797161732321998,0.48964677222898895,0.23975173319818963,,
yellow,MSP,use,False,False,oos,0.7540983606557377,0.6215846994535519,0.41053919756327384,0.695559089796917,0.512707182320442,0.28774059523520484,,
yellow,MSP,use,False,True,oos,0.6680327868852459,0.5997267759562842,0.42530949078384356,0.7190558478101295,0.511340206185567,0.2955058661452962,,
yellow,MSP,use,True,False,oos,0.7745901639344263,0.7062841530054644,0.4851912801875625,0.6833863469537558,0.46409989594172735,0.18246121415595987,,
yellow,MSP,use,True,True,oos,0.7336065573770492,0.6625683060109289,0.3620000861062658,0.6625581110839247,0.4842105263157895,0.2427968279806963,,
yellow,RAKE,None,False,False,oos,,,,,0.4793814432989691,0.42270200589353507,,
yellow,TrustScores,bert,False,False,oos,0.8838797814207651,0.8005464480874318,0.303377262714411,0.5591152842345648,0.014760147601476014,0.049374195871491416,,
yellow,TrustScores,bert,True,False,oos,0.8975409836065573,0.8210382513661202,0.28485269069373087,0.5428543756626703,0.42651757188498407,0.059163155704208846,,
yellow,TrustScores,mpnet,False,False,oos,0.7281420765027322,0.592896174863388,0.354729308808831,0.6808070304216622,0.5221932114882507,0.3004465496990163,,
yellow,TrustScores,mpnet,True,False,oos,0.7308743169398906,0.6092896174863388,0.3428757874608942,0.6697914117934916,0.5146579804560261,0.2940487949989143,,
yellow,TrustScores,use,False,False,oos,0.7021857923497268,0.6147540983606558,0.35760834132811253,0.6750672865182284,0.5193236714975846,0.2952808088710864,,
yellow,TrustScores,use,True,False,oos,0.7172131147540984,0.6256830601092896,0.32035274206468584,0.6400426147948781,0.4974619289340102,0.2648621808990749,,
